season,episode,narrator,line
1,2,barry:," see, about a month ago, i wanted to hurt you. more than i've ever wanted to hurt anyone in my life. and i'm an orthodontist. "
1,2,rachel:, wow. 
1,2,barry:," you know, you were right? i mean, i thought we were happy. we weren't happy. but with mindy, now i'm happy. spit. "
1,2,rachel:, what? 
1,2,robbie:, me. 
1,2,rachel:," anyway, um, i guess this belongs to you. and thank you for giving it to me. "
1,2,barry:," well, thank you for giving it back. "
1,2,robbie:, hello?! 
1,2,susan:," oh, please! what's wrong with helen? "
1,2,ross:, helen geller? i don't think so. 
1,2,carol:, hello? it's not gonna be helen geller. 
1,2,ross:, thank you! 
1,2,carol:," no, i mean it's not geller. "
1,2,ross:," what, it's gonna be helen willick? "
1,2,carol:," no, actually, um, we talked about helen willick bunch. "
1,2,ross:," well, wait a minute, wha why is she in the title? "
1,2,susan:, it's my baby too. 
1,2,ross:," oh, 's'funny, really? um, i don't remember you making any sperm. "
1,2,susan:," yeah, and we all know what a challenge that is! "
1,2,carol:," all right, you two, stop it! "
1,2,ross:," no no no, she gets a credit, hey, i'm in there too. "
1,2,carol:, ross. you're not actually suggesting helen willick bunch geller? 'cause i think that borders on child abuse. 
1,2,ross:," of course not, i'm... suggesting geller willick bunch. "
1,2,susan:," oh, no, nonononono, you see what he's doing? he knows no one's gonna say all those names, so they'll wind up calling her geller, then he gets his way! "
1,2,ross:, knock knock!how are we today? any nausea? 
1,2,all:," well, i was just wondering about the mother to be, but.. thanks for sharing. uh, lie back.. "
1,2,ross:," you uh y'know what, i'm gonna go. i don't i don't think i can be involved in this particular thing right now. "
1,2,ross:, oh my god. 
1,2,susan:, look at that. 
1,2,carol:, i know. closing credits 
1,2,ross:, well? isn't that amazing? 
1,2,joey:, what are we supposed to be seeing here? 
1,2,chandler:," i dunno, but.. i think it's about to attack the enterprise. "
1,2,phoebe:," you know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato. "
1,2,ross:," then don't do that, alright? "
1,2,phoebe:, okay! 
1,2,ross:, monica. whaddya think? 
1,2,monica:, mm hmm. 
1,2,ross:, wh are you welling up? 
1,2,monica:, no. 
1,2,ross:," you are, you're welling up. "
1,2,monica:, am not! 
1,2,ross:, you're gonna be an aunt. 
1,2,monica:, oh shut up! 
1,2,rachel:," hi, mindy. hi, it it's rachel. yeah, i'm fine. i i saw barry today. oh, yeah, yeah he he told me. no, no, it's okay. i hope you two are very happy, i really do. oh, oh, and mind, y'know, if if everything works out, and you guys end up getting married and having kids and everything i just hope they have his old hairline and your old nose. okay, i know it was a cheap shot, but i feel so much better now. "
1,3,phoebe:, hi guys! 
1,3,all:," hey, pheebs! hi! "
1,3,ross:," hey. oh, oh, how'd it go? "
1,3,phoebe:," um, not so good. he walked me to the subway and said 'we should do this again!' "
1,3,all:, ohh. ouch. 
1,3,rachel:," what? he said 'we should do it again', that's good, right? "
1,3,monica:," uh, no. loosely translated 'we should do this again' means 'you will never see me naked'. "
1,3,rachel:, since when? 
1,3,joey:," since always. it's like dating language. y'know, like 'it's not you' means 'it is you'. "
1,3,chandler:, or 'you're such a nice guy' means 'i'm gonna be dating leather wearing alcoholics and complaining about them to you'. 
1,3,phoebe:," or, or, y'know, um, 'i think we should see other people' means 'ha, ha, i already am'. "
1,3,rachel:, and everybody knows this? 
1,3,joey:, yeah. cushions the blow. 
1,3,chandler:," yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm. "
1,3,ross:," that's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm. "
1,3,monica:," uh, ross. "
1,3,ross:," what? wh hello? the millners' farm in connecticut? the millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was it w .....oh my god, chi chi! opening credits "
1,3,chandler:," ""so how does it feel knowing you're about to die?"" "
1,3,joey:," ""warden, in five minutes my pain will be over. but you'll have to live with the knowledge that you sent an honest man to die."" "
1,3,chandler:," hey, that was really good! "
1,3,joey:, thanks! let's keep going. 
1,3,chandler:," okay. ""so. whaddya want from me, damone, huh?"" "
1,3,joey:," ""i just wanna go back to my cell. 'cause in my cell, i can smoke."" "
1,3,chandler:," ""smoke away."" "
1,3,chandler:, i think this is probably why damone smokes in his cell alone. 
1,3,joey:, what? 
1,3,chandler:, relax your hand! 
1,3,chandler:, not so much! 
1,3,joey:, whoah! 
1,3,chandler:, hey! 
1,3,joey:, hey! 
1,3,chandler:," alright, now try taking a puff. "
1,3,chandler:, alright.. okay. no. give it to me. 
1,3,joey:," no no no, i am not giving you a cigarette. "
1,3,chandler:," it's fine, it's fine. look, do you wanna get this part, or not? here. "
1,3,chandler:," don't think of it as a cigarette. think of it as the thing that's been missing from your hand. when you're holding it, you feel right. you feel complete. "
1,3,joey:, y'miss it? 
1,3,chandler:," nah, not so much. alright, now we smoke. oh.. my.. god. "
1,3,monica:," no, no, no. they say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger. "
1,3,joey:, that's ridiculous! 
1,3,ross:, can i use.. either thumb? 
1,3,rachel:," alright, don't tell me, don't tell me! decaf cappucino for joey.. coffee black.. late.. and an iced tea. i'm getting pretty good at this! "
1,3,all:," yeah. yeah, excellent. "
1,3,rachel:, good for me! 
1,3,joey:," y'okay, phoebe? "
1,3,phoebe:," yeah no i'm just it's, i haven't worked it's my bank. "
1,3,monica:, what did they do to you? 
1,3,phoebe:," it's nothing, it's just okay. i'm going through my mail, and i open up their monthly, you know, statement "
1,3,ross:, easy. 
1,3,phoebe:, and there's five hundred extra dollars in my account. 
1,3,chandler:," oh, satan's minions at work again... "
1,3,phoebe:," yes, 'cause now i have to go down there, and deal with them. "
1,3,joey:, what are you talking about? keep it! 
1,3,phoebe:," it's not mine, i didn't earn it, if i kept it, it would be like stealing. "
1,3,rachel:," yeah, but if you spent it, it would be like shopping! "
1,3,phoebe:," okay. okay, let's say i bought a really great pair of shoes. do you know what i'd hear, with every step i took? 'not mine. not mine. not mine.' and even if i was happy, okay, and, and skipping 'not not mine, not not mine, not not mine, not not mine'... "
1,3,monica:, we're with you. we got it. 
1,3,phoebe:, okay. i'd just i'd never be able to enjoy it. it would be like this giant karmic debt. 
1,3,rachel:," chandler, what are you doing? "
1,3,monica:, hey. whaddya doing? 
1,3,all:," oh! oh, god! "
1,3,ross:, what is this?! 
1,3,chandler:," i'm smoking. i'm smoking, i'm smoking. "
1,3,phoebe:," oh, i can't believe you! you've been so good, for three years! "
1,3,chandler:, and this is my reward! 
1,3,ross:," hold on a second, alright? just think about what you went through the last time you quit. "
1,3,chandler:," okay, so this time i won't quit! "
1,3,all:, ohhh! put it out! 
1,3,chandler:," all right! i'm putting it out, i'm putting it out. "
1,3,phoebe:," oh, no! i i can't drink this now! "
1,3,monica:," alright. i'm gonna go change, i've got a date. "
1,3,rachel:, this alan again? how's it goin'? 
1,3,monica:," 's'going pretty good, y'know? it's nice, and, we're having fun. "
1,3,joey:, so when do we get to meet the guy? 
1,3,monica:," let's see, today's monday... never. "
1,3,all:," oh, come on! come on! "
1,3,monica:, no. not after what happened with steve. 
1,3,chandler:, what are you talking about? we love schhteve! schhteve was schhexy!.. sorry. 
1,3,monica:," look, i don't even know how i feel about him yet. just give me a chance to figure that out. "
1,3,rachel:," well, then can we meet him? "
1,3,monica:, nope. schhorry. 
1,3,monica:," i mean, why should i let them meet him? i mean, i bring a guy home, and within five minutes they're all over him. i mean, they're like coyotes, picking off the weak members of the herd. "
1,3,paula:," that is not such a terrible thing. i mean, they're your friends, they're just looking out after you. "
1,3,monica:," i know. i just wish that once, i'd bring a guy home that they actually liked. "
1,3,paula:," well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy.. "
1,3,joey:," let it go, ross. "
1,3,ross:," yeah, well, you didn't know chi chi. "
1,3,monica:, do you all promise? 
1,3,all:, yeah! we promise! we'll be good! 
1,3,monica:, chandler? do you promise to be good? 
1,3,joey:," you can come in, but your filter tipped little buddy has to stay outside! "
1,3,ross:," hey, pheebs. "
1,3,phoebe:," 'dear ms. buffay. thank you for calling attention to our error. we have credited your account with five hundred dollars. we're sorry for the inconvenience, and hope you'll accept this football phone as our free gift.' do you believe this?! now i have a thousand dollars, and a football phone! "
1,3,rachel:, what bank is this? 
1,3,monica:, hey. it's him. who is it? 
1,3,alan:, it's alan. 
1,3,joey:, chandler! he's here! 
1,3,monica:," okay, please be good, please. just remember how much you all like me. "
1,3,monica:," hi. alan, this is everybody. everybody, this is alan. "
1,3,alan:, hi. 
1,3,all:," hi, alan. "
1,3,alan:, i've heard schho much about all you guyschh! 
1,3,monica:," thanks. i'll call you tomorrow. okay. okay, let's let the alan bashing begin. who's gonna take the first shot, hmm? "
1,3,monica:, c'mon! 
1,3,ross:," ...i'll go. let's start with the way he kept picking at no, i'm sorry, i can't do this, can't do this. we loved him. "
1,3,all:, loved him! yeah! he's great! 
1,3,monica:, wait a minute! we're talking about someone that i'm going out with? 
1,3,all:, yeah! 
1,3,rachel:, yeah. 
1,3,joey:, know what was great? the way his smile was kinda crooked. 
1,3,phoebe:," yes, yes! like the man in the shoe! "
1,3,ross:, ...what shoe? 
1,3,phoebe:," from the nursery rhyme. 'there was a crooked man, who had a crooked smile, who lived in a shoe, for a... while...' "
1,3,ross:, ...so i think alan will become the yardstick against which all future boyfriends will be measured. 
1,3,rachel:," what future boyfriends? nono, i th i think this could be, y'know, it. "
1,3,monica:, really! 
1,3,chandler:," oh, yeah. i'd marry him just for his david hasselhof impression alone. you know i'm gonna be doing that at parties, right? "
1,3,ross:," you know what i like most about him, though? "
1,3,all:, what? 
1,3,ross:, the way he makes me feel about myself. 
1,3,all:, yeah... commercial break 
1,3,monica:, hi.. how was the game? 
1,3,ross:, well.. 
1,3,all:, we won!! thank you! yes! 
1,3,monica:, how is that possible? 
1,3,joey:, alan. 
1,3,ross:," he was unbelievable. he was like that that that bugs bunny cartoon where bugs is playing all the positions, right, but instead of bugs it was first base alan, second base alan, third base ... "
1,3,rachel:," i mean, it it was like, it was like he made us into a team. "
1,3,chandler:," yep, we sure showed those hassidic jewellers a thing or two about softball.. "
1,3,monica:, can i ask you guys a question? d'you ever think that alan is maybe.. sometimes.. 
1,3,ross:, what? 
1,3,monica:," ..i dunno, a little too alan? "
1,3,rachel:," well, no. that's impossible. you can never be too alan. "
1,3,ross:," yeah, it's his, uh, innate alan ness that that that we adore. "
1,3,chandler:," a street, phoebe walks up to a homeless person she knows.] "
1,3,phoebe:," hey, lizzie. "
1,3,lizzie:," hey, weird girl. "
1,3,phoebe:, i brought you alphabet soup. 
1,3,lizzie:, did you pick out the vowels? 
1,3,phoebe:," yes. but i left in the ys. 'cause, y'know, ""sometimes y"". uh, i also have something else for you. "
1,3,lizzie:, saltines? 
1,3,phoebe:," no, but would you like a thousand dollars and a football phone? "
1,3,lizzie:," what? oh my god, there's really money in here. "
1,3,phoebe:, i know. 
1,3,lizzie:," weird girl, what are you doing? "
1,3,phoebe:," no, i want you to have it. i don't want it. "
1,3,lizzie:," no, no, i ha i have to give you something. "
1,3,phoebe:," oh, that's fine, no. "
1,3,lizzie:, would you like my tin foil hat? 
1,3,phoebe:," no. 'cause you need that. no, it's okay, thanks. "
